,Timestamp,Frequency,Label
0,532.9283457854887,26.776595744680847,
1,531.9806448377876,26.10638297872341,
2,534.8237476808905,25.867021276595743,
3,537.6668505239934,25.723404255319153,
4,539.8330241187384,25.675531914893615,
5,540.2391816677531,24.191489361702132,
6,541.0514967657825,22.75531914893617,
7,541.8638118638119,20.409574468085108,
8,542.2699694128265,18.78191489361702,
9,544.4361430075716,18.3031914893617,
10,549.3100335957479,18.06382978723404,
11,553.5069949355664,17.680851063829788,
12,555.6731685303114,17.632978723404257,
13,556.7562553276839,18.159574468085108,
14,554.5900817329389,18.68617021276596,
15,551.2054354911497,18.829787234042556,
16,549.0392618964047,18.97340425531915,
17,546.466930752645,18.973404255319153,
18,544.7069147069146,19.069148936170212,
19,542.8115128115128,19.69148936170213,
20,542.5407411121697,22.03723404255319,
21,543.6238279095422,22.8031914893617,
22,543.353056210199,23.904255319148934,
23,543.2176703605274,25.1968085106383,
24,543.2176703605274,26.010638297872337,
25,542.5407411121697,26.632978723404257,
26,539.96840996841,26.585106382978722,
27,537.2606929749787,26.72872340425532,
28,535.0945193802337,26.728723404255316,
